cust_no,recommended_products
C0007723,"P00092,D0025,D0021,D0055,D0023"
C0007725,"D0041,D0096,D0002,D0100,D0049"
C0007726,"P00378,D0061,D0063,D0025,D0019"
C0007730,"D0075,D0079,D0051,D0012,D0082"
C0007732,"P00022,D0049,D0051,D0044,D0036"
C0007746,"D0053,D0009,D0099,D0002,D0036"
C0007748,"D0025,D0067,D0088,D0010,D0094"
C0007758,"P00278,P00426,D0063,D0096,D0046"
C0007763,"P00070,D0093,D0078,D0087,D0065"
C0007764,"P00325,D0083,D0020,D0092,D0049"
C0007766,"P00386,P00277,P00078,P00461,D0020"
C0007773,"P00156,D0070,D0039,D0095,D0005"
C0007780,"P00086,D0002,D0067,D0075,D0084"
C0007781,"P00240,D0034,D0099,D0078,D0065"
C0007783,"D0045,D0003,D0075,D0089,D0020"
C0007790,"D0075,D0015,D0070,D0020,D0036"
C0007792,"P00387,D0012,D0046,D0025,D0032"
C0007794,"P00102,P00295,P00022,D0059,D0078"
C0007804,"D0086,D0062,D0065,D0017,D0004"
C0007809,"D0085,D0024,D0040,D0011,D0010"
C0007810,"P00281,P00460,D0039,D0047,D0002"
C0007812,"P00041,P00455,P00093,P00049,D0055"
C0007822,"D0022,D0002,D0020,D0078,D0092"
C0007827,"P00378,P00227,D0026,D0098,D0021"
C0007840,"D0031,D0017,D0064,D0051,D0005"
C0007842,"D0060,D0005,D0092,D0072,D0050"
C0007860,"P00129,P00213,P00095,P00414,D0076"
C0007874,"D0001,D0008,D0095,D0006,D0032"
C0007878,"P00165,P00024,D0037,D0049,D0059"
C0007880,"P00075,P00171,P00422,D0030,D0098"
C0007882,"D0087,D0003,D0064,D0092,D0066"
C0007884,"D0087,D0046,D0039,D0048,D0017"
C0007887,"P00414,D0031,D0035,D0012,D0084"
C0007889,"D0094,D0090,D0057,D0100,D0085"
C0007898,"D0007,D0042,D0100,D0063,D0069"
C0007899,"D0030,D0042,D0048,D0095,D0083"
C0007900,"D0099,D0094,D0012,D0052,D0022"
C0007901,"D0056,D0012,D0021,D0018,D0092"
C0007912,"D0069,D0023,D0005,D0044,D0025"
C0007918,"P00323,P00334,P00351,D0006,D0078"
C0007919,"P00027,P00223,D0060,D0017,D0084"
C0007921,"D0022,D0037,D0006,D0013,D0085"
C0007922,"P00325,D0007,D0074,D0011,D0089"
C0007923,"D0002,D0090,D0003,D0036,D0061"
C0007925,"P00036,P00168,D0029,D0047,D0014"
C0007931,"D0067,D0042,D0011,D0040,D0048"
C0007933,"P00046,P00200,D0075,D0037,D0089"
C0007948,"D0008,D0033,D0076,D0024,D0071"
C0007949,"P00315,P00347,P00422,D0079,D0034"
C0007950,"P00028,P00130,D0058,D0002,D0099"
C0007975,"D0017,D0089,D0061,D0064,D0037"
C0007976,"P00289,P00348,D0076,D0084,D0051"
C0007989,"P00092,D0022,D0096,D0100,D0072"
C0007999,"P00260,D0077,D0080,D0004,D0022"
C0008021,"P00060,D0048,D0058,D0020,D0028"
C0008026,"D0063,D0056,D0028,D0033,D0040"
C0008029,"D0065,D0055,D0008,D0091,D0078"
C0008030,"D0080,D0013,D0076,D0042,D0031"
C0008036,"P00203,D0001,D0076,D0069,D0062"
C0008049,"D0079,D0061,D0007,D0055,D0031"
C0008050,"P00020,D0072,D0060,D0050,D0045"
C0008055,"P00279,D0053,D0015,D0064,D0059"
C0008057,"D0041,D0034,D0039,D0003,D0096"
C0008059,"D0026,D0072,D0085,D0056,D0066"
C0008060,"P00023,D0061,D0037,D0070,D0027"
C0008064,"D0067,D0010,D0082,D0085,D0074"
C0008067,"D0004,D0076,D0049,D0087,D0005"
C0008073,"D0029,D0014,D0083,D0085,D0059"
C0008080,"D0017,D0100,D0054,D0003,D0061"
C0008084,"P00361,P00055,P00034,D0043,D0091"
C0008087,"P00492,P00066,P00014,D0095,D0074"
C0008092,"P00435,D0090,D0010,D0072,D0100"
C0008095,"P00459,D0054,D0059,D0017,D0085"
C0008100,"P00004,D0032,D0050,D0011,D0077"
C0008104,"P00347,P00214,P00467,D0022,D0056"
C0008110,"P00370,D0003,D0024,D0085,D0010"
C0008116,"P00401,P00112,D0094,D0038,D0034"
C0008118,"P00102,P00338,D0081,D0057,D0005"
C0008122,"D0100,D0070,D0057,D0091,D0077"
C0008125,"P00239,D0053,D0014,D0046,D0039"
C0008127,"P00113,P00167,P00487,D0046,D0021"
C0008130,"P00250,D0058,D0069,D0037,D0084"
C0008137,"D0098,D0088,D0006,D0043,D0008"
C0008138,"D0005,D0066,D0020,D0077,D0025"
C0008139,"D0022,D0013,D0060,D0100,D0003"
C0008142,"P00253,D0076,D0086,D0057,D0020"
C0008144,"D0024,D0097,D0006,D0095,D0044"
C0008148,"P00004,D0078,D0031,D0070,D0035"
C0008154,"D0090,D0057,D0092,D0044,D0004"
C0008158,"D0079,D0035,D0075,D0099,D0043"
C0008159,"D0099,D0055,D0024,D0093,D0049"
C0008162,"P00414,P00369,D0068,D0060,D0045"
C0008165,"P00325,D0008,D0092,D0068,D0033"
C0008166,"D0099,D0064,D0001,D0041,D0062"
C0008172,"D0068,D0044,D0088,D0046,D0072"
C0008179,"P00042,D0062,D0082,D0010,D0057"
C0008181,"D0085,D0057,D0050,D0042,D0056"
C0008183,"D0098,D0057,D0026,D0019,D0079"
C0008188,"D0009,D0028,D0061,D0027,D0041"
C0008189,"D0077,D0045,D0097,D0021,D0054"
C0008197,"P00497,D0087,D0058,D0066,D0052"
C0008198,"D0045,D0061,D0015,D0011,D0060"
C0008212,"P00004,P00083,D0091,D0041,D0037"
C0008214,"D0019,D0076,D0077,D0029,D0045"
C0008228,"P00481,D0099,D0087,D0074,D0071"
C0008239,"P00031,D0043,D0027,D0087,D0009"
C0008240,"P00228,P00214,P00146,D0089,D0025"
C0008242,"D0042,D0058,D0081,D0068,D0019"
C0008243,"P00356,D0093,D0033,D0073,D0049"
C0008247,"P00273,P00499,P00346,D0003,D0059"
C0008249,"P00420,D0035,D0014,D0070,D0006"
C0008252,"P00276,D0043,D0092,D0028,D0074"
C0008273,"D0093,D0055,D0082,D0089,D0003"
C0008280,"P00290,P00002,P00408,D0003,D0032"
C0008288,"D0091,D0100,D0061,D0071,D0036"
C0008293,"P00068,P00026,D0006,D0036,D0056"
C0008301,"D0056,D0028,D0072,D0040,D0058"
C0008304,"D0043,D0029,D0009,D0086,D0085"
C0008311,"D0009,D0021,D0057,D0040,D0096"
C0008318,"P00265,P00131,D0080,D0016,D0054"
C0008320,"D0097,D0094,D0080,D0046,D0071"
C0008324,"D0023,D0036,D0100,D0082,D0019"
C0008328,"P00383,D0043,D0053,D0064,D0074"
C0008332,"D0053,D0088,D0082,D0044,D0026"
C0008338,"P00117,P00141,P00271,D0010,D0047"
C0008349,"P00273,P00140,D0024,D0017,D0062"
C0008350,"P00273,P00457,D0066,D0045,D0086"
C0008352,"D0008,D0089,D0055,D0012,D0076"
C0008353,"D0075,D0095,D0038,D0008,D0027"
C0008356,"D0081,D0077,D0024,D0007,D0069"
C0008360,"D0075,D0100,D0041,D0028,D0007"
C0008361,"P00251,D0075,D0090,D0080,D0082"
C0008362,"P00447,D0084,D0011,D0090,D0091"
C0008366,"D0080,D0046,D0099,D0083,D0086"
C0008367,"D0023,D0002,D0099,D0047,D0010"
C0008375,"P00350,P00407,P00316,D0014,D0030"
C0008381,"D0065,D0020,D0045,D0036,D0004"
C0008388,"P00256,D0096,D0097,D0026,D0084"
C0008404,"P00467,D0006,D0008,D0026,D0028"
C0008410,"P00346,D0070,D0063,D0078,D0093"
C0008417,"D0048,D0083,D0097,D0071,D0059"
C0008426,"P00372,D0095,D0064,D0028,D0029"
C0008427,"P00061,D0079,D0083,D0015,D0033"
C0008440,"D0054,D0049,D0080,D0002,D0069"
C0008443,"P00116,D0069,D0041,D0095,D0078"
C0008452,"P00388,P00347,P00473,P00098,D0052"
C0008454,"D0012,D0013,D0094,D0044,D0050"
C0008467,"P00173,D0041,D0061,D0095,D0055"
C0008475,"D0073,D0015,D0031,D0033,D0074"
C0008478,"P00246,P00334,P00112,D0057,D0046"
C0008479,"P00369,D0032,D0026,D0004,D0008"
C0008482,"D0017,D0067,D0065,D0014,D0031"
C0008490,"D0067,D0026,D0092,D0010,D0052"
C0008504,"D0057,D0031,D0025,D0010,D0061"
C0008507,"D0074,D0049,D0070,D0019,D0027"
C0008508,"P00029,P00177,D0057,D0038,D0030"
C0008509,"P00201,D0003,D0015,D0029,D0049"
C0008510,"P00117,D0007,D0098,D0065,D0091"
C0008511,"P00122,D0049,D0064,D0083,D0060"
C0008514,"P00349,D0066,D0071,D0089,D0092"
C0008526,"D0077,D0059,D0035,D0005,D0022"
C0008543,"P00317,P00369,D0015,D0045,D0071"
C0008545,"P00345,P00497,P00254,P00496,D0055"
C0008546,"D0019,D0037,D0098,D0067,D0060"
C0008547,"P00230,D0015,D0016,D0014,D0096"
C0008551,"P00154,D0037,D0069,D0093,D0023"
C0008553,"P00399,D0057,D0013,D0034,D0085"
C0008571,"P00456,D0081,D0095,D0097,D0052"
C0008574,"P00394,P00263,D0085,D0058,D0036"
C0008576,"D0063,D0093,D0002,D0096,D0011"
C0008577,"P00339,D0053,D0041,D0094,D0013"
C0008583,"D0016,D0028,D0047,D0055,D0078"
C0008584,"D0055,D0082,D0073,D0089,D0053"
C0008587,"P00228,P00324,D0012,D0058,D0091"
C0008597,"P00499,D0055,D0070,D0086,D0054"
C0008601,"P00283,P00098,D0005,D0062,D0050"
C0008603,"D0071,D0046,D0074,D0096,D0098"
C0008604,"P00451,P00430,D0064,D0035,D0031"
C0008609,"P00352,D0054,D0092,D0039,D0040"
C0008613,"P00016,D0023,D0067,D0085,D0046"
C0008617,"P00117,P00353,D0067,D0026,D0044"
C0008620,"D0050,D0013,D0026,D0090,D0074"
C0008622,"P00014,D0089,D0042,D0017,D0030"
C0008627,"D0080,D0067,D0079,D0039,D0050"
C0008629,"P00129,D0003,D0029,D0080,D0089"
C0008630,"P00447,D0069,D0089,D0007,D0039"
C0008632,"D0061,D0051,D0014,D0089,D0015"
C0008633,"P00170,D0072,D0063,D0037,D0060"
C0008643,"P00437,P00287,P00180,D0090,D0095"
C0008648,"D0026,D0019,D0001,D0078,D0008"
C0008652,"P00165,D0094,D0087,D0071,D0006"
C0008654,"D0083,D0089,D0080,D0092,D0040"
C0008655,"D0087,D0060,D0059,D0088,D0009"
C0008658,"P00089,P00096,D0043,D0033,D0072"
C0008666,"D0057,D0076,D0065,D0046,D0012"
C0008669,"D0007,D0033,D0045,D0098,D0096"
C0008671,"D0045,D0092,D0081,D0068,D0082"
C0008676,"P00405,P00092,D0075,D0086,D0024"
C0008680,"P00345,P00355,P00156,D0008,D0004"
C0008686,"P00435,D0053,D0054,D0019,D0023"
C0008687,"P00013,D0074,D0005,D0049,D0057"
C0008690,"D0004,D0063,D0085,D0045,D0022"
C0008697,"P00469,P00194,P00188,P00438,D0083"
C0008701,"D0075,D0022,D0096,D0012,D0073"
C0008704,"P00497,D0090,D0065,D0082,D0009"
C0008716,"D0040,D0002,D0078,D0016,D0068"
C0008723,"P00076,D0014,D0064,D0061,D0008"
C0008724,"P00349,P00210,D0046,D0022,D0035"
C0008731,"D0100,D0072,D0033,D0003,D0001"
C0008732,"P00089,P00384,D0031,D0046,D0021"
C0008733,"P00281,D0098,D0027,D0025,D0030"
C0008749,"D0063,D0014,D0053,D0003,D0062"
C0008761,"P00205,D0028,D0039,D0001,D0014"
C0008765,"P00217,P00253,D0084,D0073,D0022"
C0008772,"P00289,D0095,D0083,D0069,D0044"
C0008774,"D0082,D0079,D0016,D0007,D0050"
C0008786,"P00313,P00068,D0093,D0098,D0081"
C0008787,"P00201,P00105,P00335,D0031,D0098"
C0008798,"D0023,D0024,D0034,D0051,D0028"
C0008802,"P00223,P00148,P00096,D0015,D0047"
C0008804,"D0009,D0020,D0019,D0041,D0075"
C0008814,"D0014,D0026,D0009,D0085,D0011"
C0008815,"P00246,D0020,D0044,D0039,D0002"
C0008817,"D0014,D0015,D0060,D0086,D0042"
C0008823,"P00048,P00104,D0026,D0046,D0023"
C0008824,"D0073,D0095,D0043,D0098,D0050"
C0008825,"P00382,D0074,D0068,D0013,D0041"
C0008827,"D0021,D0074,D0022,D0061,D0005"
C0008831,"D0063,D0028,D0052,D0042,D0006"
C0008834,"D0069,D0092,D0096,D0005,D0047"
C0008836,"P00121,D0086,D0042,D0032,D0037"
C0008844,"P00213,P00243,D0025,D0028,D0082"
C0008847,"P00154,P00075,D0090,D0062,D0080"
C0008852,"P00103,D0020,D0011,D0033,D0012"
C0008853,"D0060,D0020,D0075,D0088,D0013"
C0008855,"P00234,D0040,D0031,D0087,D0091"
C0008859,"D0023,D0096,D0053,D0046,D0079"
C0008863,"P00079,D0028,D0054,D0031,D0034"
C0008874,"D0027,D0013,D0098,D0067,D0030"
C0008876,"D0044,D0002,D0031,D0020,D0027"
C0008878,"P00308,P00318,P00446,D0058,D0100"
C0008883,"P00477,D0092,D0075,D0040,D0002"
C0008887,"P00412,P00121,P00252,D0100,D0087"
C0008892,"P00017,D0077,D0032,D0074,D0016"
C0008893,"D0095,D0039,D0006,D0091,D0087"
C0008909,"D0012,D0054,D0052,D0058,D0002"
C0008919,"P00086,P00237,D0075,D0094,D0080"
C0008930,"P00074,P00159,D0055,D0057,D0018"
C0008949,"P00435,P00309,D0076,D0065,D0028"
C0008951,"D0001,D0021,D0030,D0024,D0015"
C0008953,"D0026,D0040,D0069,D0093,D0043"
C0008957,"D0041,D0037,D0084,D0051,D0060"
C0008958,"P00293,D0028,D0029,D0059,D0041"
C0008963,"D0068,D0066,D0067,D0020,D0038"
C0008967,"D0069,D0033,D0026,D0027,D0090"
C0008969,"D0033,D0074,D0075,D0068,D0001"
C0008970,"D0023,D0066,D0024,D0005,D0079"
C0008973,"D0019,D0083,D0041,D0100,D0044"
C0008981,"D0050,D0008,D0068,D0045,D0067"
C0008992,"D0070,D0031,D0088,D0081,D0083"
C0008994,"D0001,D0054,D0058,D0021,D0031"
C0008995,"D0057,D0048,D0078,D0047,D0006"
C0009001,"D0083,D0056,D0027,D0076,D0057"
C0009003,"P00349,D0044,D0099,D0088,D0004"
C0009004,"D0021,D0087,D0037,D0002,D0032"
C0009005,"P00439,D0095,D0049,D0007,D0040"
C0009011,"D0019,D0086,D0061,D0050,D0047"
C0009013,"D0046,D0052,D0053,D0033,D0029"
C0009017,"D0043,D0021,D0061,D0009,D0027"
C0009048,"P00437,P00192,D0047,D0011,D0091"
C0009049,"D0075,D0030,D0034,D0018,D0016"
C0009050,"P00491,D0042,D0007,D0058,D0020"
C0009052,"P00265,P00081,P00383,D0077,D0066"
C0009053,"P00437,D0041,D0079,D0053,D0027"
C0009056,"D0020,D0084,D0007,D0044,D0025"
C0009059,"D0004,D0012,D0084,D0014,D0100"
C0009060,"P00014,D0043,D0047,D0069,D0010"
C0009061,"P00331,D0001,D0017,D0076,D0097"
C0009072,"P00418,D0010,D0099,D0079,D0069"
C0009073,"P00201,P00372,D0077,D0066,D0023"
C0009076,"D0025,D0073,D0011,D0076,D0099"
C0009087,"D0013,D0015,D0087,D0019,D0068"
C0009092,"P00092,D0005,D0053,D0063,D0031"
C0009098,"P00290,P00007,D0003,D0083,D0021"
C0009099,"P00440,P00204,P00194,P00371,P00016"
C0009114,"P00228,D0058,D0003,D0037,D0082"
C0009120,"P00455,P00130,P00319,D0049,D0034"
C0009124,"P00324,D0078,D0042,D0052,D0086"
C0009126,"P00268,P00407,P00096,D0089,D0036"
C0009139,"D0095,D0048,D0088,D0027,D0012"
C0009145,"P00411,P00142,P00048,P00368,P00074"
C0009153,"D0037,D0085,D0078,D0032,D0016"
C0009162,"D0086,D0085,D0044,D0031,D0097"
C0009163,"P00434,D0014,D0004,D0088,D0089"
C0009173,"D0071,D0098,D0055,D0030,D0046"
C0009186,"D0039,D0099,D0008,D0084,D0007"
C0009200,"D0028,D0061,D0007,D0075,D0094"
C0009202,"P00233,D0065,D0014,D0084,D0045"
C0009203,"D0041,D0078,D0030,D0082,D0060"
C0009210,"D0069,D0005,D0034,D0081,D0049"
C0009215,"P00409,D0100,D0067,D0066,D0064"
C0009223,"P00451,D0054,D0024,D0069,D0008"
C0009232,"P00003,D0078,D0015,D0058,D0099"
C0009234,"D0060,D0015,D0081,D0026,D0027"
C0009235,"P00155,P00069,P00426,D0011,D0089"
C0009238,"P00042,P00391,D0043,D0035,D0018"
C0009244,"D0030,D0041,D0047,D0073,D0088"
C0009247,"P00329,P00274,D0052,D0064,D0029"
C0009254,"D0080,D0027,D0012,D0061,D0018"
C0009255,"P00213,P00411,P00189,D0031,D0086"
C0009261,"P00059,D0036,D0057,D0083,D0016"
C0009265,"D0073,D0096,D0003,D0070,D0049"
C0009271,"P00093,D0056,D0088,D0068,D0034"
C0009283,"D0052,D0043,D0091,D0077,D0041"
C0009290,"D0011,D0084,D0080,D0092,D0058"
C0009294,"D0078,D0052,D0006,D0089,D0062"
C0009301,"P00015,D0073,D0074,D0096,D0044"
C0009316,"D0014,D0049,D0094,D0072,D0099"
C0009326,"P00364,D0010,D0046,D0044,D0037"
C0009332,"D0062,D0089,D0001,D0023,D0018"
C0009335,"D0077,D0100,D0088,D0028,D0002"
C0009339,"P00355,D0034,D0030,D0031,D0066"
C0009348,"P00140,D0094,D0027,D0034,D0083"
C0009358,"D0026,D0075,D0096,D0049,D0097"
C0009361,"D0017,D0020,D0050,D0082,D0044"
C0009367,"D0011,D0068,D0021,D0095,D0074"
C0009368,"D0001,D0046,D0042,D0089,D0072"
C0009376,"D0015,D0010,D0048,D0069,D0061"
C0009377,"P00329,D0028,D0095,D0067,D0084"
C0009381,"P00029,D0039,D0037,D0034,D0020"
C0009391,"P00205,P00387,P00182,P00044,D0093"
C0009392,"P00279,P00084,D0051,D0014,D0085"
C0009394,"P00387,D0056,D0090,D0015,D0073"
C0009395,"D0043,D0098,D0096,D0033,D0025"
C0009397,"P00218,P00469,P00141,P00197,D0010"
C0009399,"D0073,D0074,D0042,D0087,D0051"
C0009401,"P00038,D0036,D0026,D0053,D0066"
C0009410,"D0014,D0035,D0008,D0078,D0017"
C0009412,"P00089,D0076,D0086,D0046,D0005"
C0009413,"P00252,D0008,D0022,D0070,D0094"
C0009417,"D0067,D0062,D0011,D0021,D0036"
C0009423,"D0096,D0084,D0071,D0014,D0093"
C0009424,"D0076,D0082,D0055,D0038,D0041"
C0009427,"P00038,D0002,D0051,D0008,D0020"
C0009431,"D0071,D0093,D0049,D0098,D0006"
C0009432,"P00455,P00353,D0062,D0034,D0064"
C0009438,"P00156,D0072,D0074,D0066,D0056"
C0009439,"D0034,D0070,D0043,D0063,D0013"
C0009441,"P00076,P00193,D0063,D0091,D0058"
C0009443,"P00246,P00445,P00156,D0031,D0024"
C0009445,"D0052,D0045,D0024,D0006,D0037"
C0009452,"P00154,D0017,D0064,D0057,D0023"
C0009453,"D0052,D0005,D0099,D0085,D0094"
C0009454,"P00469,P00244,D0032,D0059,D0085"
C0009458,"P00271,P00301,D0074,D0043,D0079"
C0009459,"D0044,D0035,D0038,D0026,D0063"
C0009460,"P00350,D0090,D0045,D0063,D0060"
C0009464,"D0068,D0098,D0094,D0074,D0018"
C0009465,"D0027,D0006,D0084,D0075,D0074"
C0009467,"P00235,D0081,D0078,D0009,D0005"
C0009470,"P00384,P00145,D0038,D0085,D0042"
C0009478,"P00266,P00220,D0057,D0095,D0067"
C0009493,"P00081,D0091,D0011,D0037,D0038"
C0009499,"D0016,D0058,D0036,D0044,D0061"
C0009503,"P00018,P00249,P00241,P00427,D0052"
C0009505,"D0098,D0091,D0033,D0028,D0083"
C0009510,"D0033,D0013,D0097,D0027,D0037"
C0009513,"D0063,D0030,D0069,D0020,D0086"
C0009515,"P00393,D0085,D0048,D0069,D0003"
C0009527,"P00042,D0010,D0085,D0017,D0030"
C0009528,"D0041,D0043,D0090,D0096,D0073"
C0009530,"D0012,D0025,D0027,D0069,D0064"
C0009532,"P00114,P00353,D0075,D0064,D0092"
C0009535,"D0057,D0083,D0064,D0100,D0060"
C0009539,"P00307,P00240,D0066,D0072,D0012"
C0009540,"D0066,D0019,D0008,D0005,D0024"
C0009544,"D0099,D0079,D0064,D0018,D0077"
C0009559,"D0007,D0047,D0082,D0062,D0021"
C0009560,"D0099,D0015,D0069,D0081,D0096"
C0009561,"P00304,D0074,D0013,D0048,D0096"
C0009566,"P00202,D0073,D0064,D0013,D0069"
C0009568,"D0087,D0016,D0094,D0045,D0097"
C0009586,"P00046,D0100,D0029,D0071,D0015"
C0009594,"D0085,D0001,D0056,D0012,D0097"
C0009602,"D0033,D0025,D0006,D0016,D0042"
C0009611,"P00190,P00013,P00154,P00001,D0035"
C0009615,"P00058,D0071,D0099,D0010,D0014"
C0009619,"P00003,P00044,D0011,D0018,D0095"
C0009620,"P00117,D0071,D0035,D0018,D0079"
C0009624,"D0070,D0064,D0020,D0031,D0006"
C0009625,"D0024,D0004,D0026,D0073,D0053"
C0009626,"D0048,D0081,D0031,D0070,D0027"
C0009627,"D0008,D0064,D0051,D0046,D0069"
C0009631,"P00418,P00355,D0022,D0019,D0016"
C0009640,"P00114,P00498,D0088,D0091,D0003"
C0009641,"D0076,D0086,D0085,D0091,D0073"
C0009652,"P00016,D0044,D0062,D0008,D0066"
C0009653,"P00096,P00411,D0005,D0015,D0095"
C0009661,"P00022,D0013,D0043,D0068,D0085"
C0009667,"P00404,D0011,D0091,D0095,D0009"
C0009676,"D0041,D0067,D0098,D0087,D0054"
C0009677,"D0073,D0015,D0058,D0018,D0079"
C0009682,"D0017,D0067,D0031,D0049,D0090"
C0009684,"P00265,P00264,D0060,D0001,D0059"
C0009685,"D0042,D0051,D0014,D0006,D0010"
C0009688,"P00009,D0018,D0063,D0038,D0010"
C0009689,"D0006,D0059,D0024,D0079,D0090"
C0009694,"P00293,D0016,D0095,D0057,D0001"
C0009697,"P00466,P00444,P00037,D0088,D0017"
C0009699,"P00293,P00201,D0044,D0058,D0038"
C0009705,"D0028,D0049,D0097,D0068,D0078"
C0009708,"P00457,P00413,P00278,D0039,D0020"
C0009711,"D0050,D0027,D0067,D0069,D0017"
C0009712,"P00090,D0063,D0013,D0078,D0085"
C0009723,"D0048,D0042,D0016,D0014,D0031"
C0009726,"D0034,D0019,D0095,D0040,D0015"
C0009730,"P00426,P00361,D0038,D0042,D0021"
C0009735,"P00205,P00478,P00083,D0061,D0057"
C0009738,"P00036,P00405,D0030,D0020,D0005"
C0009741,"D0023,D0063,D0094,D0038,D0021"
C0009743,"P00345,P00214,D0039,D0067,D0095"
C0009752,"D0006,D0088,D0026,D0067,D0003"
C0009756,"D0051,D0094,D0035,D0028,D0030"
C0009758,"D0068,D0023,D0048,D0028,D0088"
C0009759,"D0035,D0060,D0003,D0043,D0015"
C0009771,"P00254,D0066,D0073,D0015,D0079"
C0009772,"P00017,D0099,D0065,D0002,D0067"
C0009774,"P00024,D0035,D0023,D0017,D0069"
C0009781,"P00226,D0077,D0057,D0008,D0097"
C0009791,"D0007,D0015,D0029,D0034,D0043"
C0009792,"P00458,P00264,D0041,D0039,D0011"
C0009799,"P00484,P00312,D0078,D0054,D0042"
C0009801,"D0083,D0003,D0039,D0084,D0019"
C0009807,"P00017,D0035,D0026,D0019,D0004"
C0009809,"D0079,D0027,D0047,D0096,D0072"
C0009819,"P00436,D0018,D0039,D0011,D0059"
C0009827,"P00373,P00044,P00119,P00017,D0020"
C0009842,"D0066,D0053,D0014,D0055,D0068"
C0009843,"D0037,D0083,D0016,D0092,D0004"
C0009852,"P00416,D0039,D0092,D0090,D0015"
C0009862,"P00088,D0069,D0025,D0070,D0001"
C0009865,"P00199,D0009,D0067,D0096,D0088"
C0009876,"P00265,P00222,D0017,D0049,D0051"
C0009882,"D0063,D0010,D0099,D0027,D0043"
C0009888,"P00441,P00300,D0060,D0023,D0093"
C0009889,"D0032,D0087,D0029,D0049,D0078"
C0009890,"D0014,D0037,D0024,D0007,D0088"
C0009894,"D0022,D0030,D0059,D0043,D0002"
C0009896,"P00289,D0010,D0064,D0078,D0073"
C0009900,"D0005,D0050,D0081,D0001,D0007"
C0009902,"P00429,P00444,D0099,D0003,D0026"
C0009923,"P00257,P00388,P00170,D0014,D0064"
C0009924,"D0018,D0064,D0051,D0013,D0019"
C0009925,"P00436,D0083,D0093,D0099,D0081"
C0009927,"P00457,D0024,D0064,D0082,D0078"
C0009935,"P00217,P00044,P00435,D0070,D0088"
C0009949,"P00380,P00120,P00481,D0028,D0002"
C0009967,"D0030,D0003,D0068,D0075,D0045"
C0009976,"D0028,D0052,D0074,D0032,D0059"
C0009982,"D0042,D0078,D0034,D0095,D0013"
C0009983,"D0085,D0005,D0076,D0084,D0018"
C0009991,"P00015,P00231,D0082,D0064,D0045"
C0009993,"D0077,D0030,D0058,D0046,D0051"
C0009996,"P00025,P00421,P00477,P00073,P00346"
C0009998,"D0068,D0016,D0017,D0092,D0067"
C0010000,"P00487,P00486,D0007,D0028,D0091"
C0010014,"P00106,D0032,D0033,D0093,D0020"
C0010019,"P00370,P00028,P00135,P00364,P00293"
C0010027,"D0031,D0060,D0012,D0047,D0041"
C0010036,"P00322,D0066,D0023,D0055,D0073"
C0010037,"D0097,D0093,D0038,D0018,D0008"
C0010045,"P00412,D0066,D0037,D0010,D0049"
C0010049,"P00283,D0055,D0019,D0029,D0079"
C0010052,"P00050,P00188,D0031,D0059,D0022"
C0010073,"P00446,P00288,P00463,P00230,D0088"
C0010079,"P00284,D0061,D0059,D0057,D0096"
C0010106,"D0052,D0050,D0079,D0028,D0037"
C0010109,"D0082,D0089,D0052,D0056,D0040"
C0010114,"P00406,P00337,P00279,P00043,D0076"
C0010118,"D0059,D0078,D0074,D0054,D0026"
C0010120,"P00129,D0052,D0099,D0017,D0042"
C0010121,"P00253,D0071,D0018,D0014,D0051"
C0010125,"P00228,P00348,P00404,P00460,D0003"
C0010128,"D0009,D0094,D0077,D0072,D0080"
C0010129,"D0080,D0050,D0071,D0077,D0069"
C0010133,"P00358,P00245,D0030,D0075,D0097"
C0010141,"P00202,D0082,D0094,D0098,D0076"
C0010147,"P00253,P00302,D0041,D0087,D0084"
C0010155,"P00462,P00012,D0089,D0003,D0080"
C0010163,"D0076,D0074,D0019,D0003,D0059"
C0010171,"P00355,D0004,D0097,D0071,D0065"
C0010173,"P00031,D0016,D0025,D0088,D0075"
C0010181,"D0066,D0042,D0093,D0030,D0074"
C0010183,"D0054,D0002,D0040,D0045,D0087"
C0010193,"P00471,D0087,D0044,D0075,D0060"
C0010194,"D0058,D0096,D0094,D0041,D0066"
C0010202,"D0087,D0048,D0079,D0058,D0037"
C0010203,"D0073,D0075,D0097,D0046,D0001"
C0010205,"D0057,D0064,D0060,D0052,D0055"
C0010216,"D0024,D0018,D0048,D0099,D0087"
C0010221,"D0041,D0029,D0007,D0063,D0017"
C0010222,"P00228,D0013,D0067,D0068,D0059"
C0010228,"P00052,D0044,D0090,D0050,D0016"
C0010232,"P00343,D0077,D0085,D0064,D0035"
C0010245,"D0020,D0074,D0004,D0081,D0070"
C0010250,"D0056,D0023,D0084,D0002,D0034"
C0010251,"P00447,P00341,P00255,D0052,D0067"
C0010260,"P00160,D0005,D0031,D0077,D0091"
C0010262,"P00273,P00492,D0034,D0046,D0070"
C0010264,"D0065,D0053,D0021,D0055,D0052"
C0010269,"D0090,D0060,D0092,D0035,D0017"
C0010276,"P00294,D0043,D0084,D0005,D0028"
C0010278,"P00344,P00174,D0030,D0097,D0086"
C0010280,"P00130,P00112,P00468,P00255,P00265"
C0010287,"D0013,D0036,D0066,D0097,D0004"
C0010290,"D0040,D0096,D0035,D0064,D0098"
C0010291,"D0061,D0085,D0040,D0100,D0070"
C0010300,"P00455,P00096,D0027,D0005,D0043"
